Event.Id,Investigation.Type,Accident.Number,Event.Date,Location,Country,Latitude,Longitude,Airport.Code,Airport.Name,Injury.Severity,Aircraft.damage,Aircraft.Category,Registration.Number,Make,Model,Amateur.Built,Number.of.Engines,Engine.Type,FAR.Description,Schedule,Purpose.of.flight,Air.carrier,Total.Fatal.Injuries,Total.Serious.Injuries,Total.Minor.Injuries,Total.Uninjured,Weather.Condition,Broad.phase.of.flight,Report.Status,Publication.Date,Event_Date
20110525X44500,Incident,DCA11WA061,2011-05-12,"Tao-Yuan, Taiwan (Province of China)",Taiwan,,,,Tao-Yuan,Non-Fatal,Minor,Airplane,B-17917,Boeing,MD-90,No,2.0,,NUSC,SCHD,,UNI-Air,0.0,0.0,0.0,101.0,,,,25-09-2020,2011-05-12
20110517X80339,Incident,CEN11IA341,2011-05-17,"Denver, CO",United States,395125N,1044014W,DEN,Denver,Non-Fatal,Minor,Airplane,N218YV,Beech,1900D,No,2.0,Turbo Prop,121,SCHD,,Great Lakes Aviation,0.0,0.0,0.0,11.0,VMC,,"The fatigue failure of the nose landing gear (NLG) end cap, which resulted in insufficient hydraulic pressure to secure the left main landing gear into the down and locked position. Contributing to the fatigue failure was the NLG end caps non-optimum grain direction and the inadequate inspection procedure performed during overhaul.",14-06-2021,2011-05-17
20110527X40414,Incident,ERA11IA316,2011-05-27,"Newburgh, NY",United States,413014N,0074617W,SWF,Stewart International Airport,Non-Fatal,Minor,Airplane,N749QS,Israel Aircraft Industries,GULFSTREAM 200,No,2.0,Turbo Fan,091K,NSCH,,NETJETS AVIATION INC,0.0,0.0,0.0,3.0,VMC,,The flight crew did not ensure that the landing gear selector handle was in the full down (extend) position. Contributing to the incident was inadequate checklist information.,25-09-2020,2011-05-27
20110701X11957,Accident,WPR11LA300,2011-05-31,"Los Angeles, CA",United States,335620N,1182417W,LAX,Los Angeles Intl.,Non-Fatal,Minor,Airplane,N526UA,Boeing,757-222,No,2.0,Turbo Fan,121,SCHD,,United Airlines,0.0,0.0,0.0,190.0,VMC,,"The ground crewmembers failure to follow proper procedures for removing a stuck or jammed tow bar, which resulted in a ground crew injury.",25-09-2020,2011-05-31
20110607X72049,Accident,WPR11CA252,2011-06-07,"Odessa, WA",United States,472026N,1184031W,43D,Odessa Municipal Airport,Non-Fatal,Minor,Airplane,N6072X,Air Tractor Inc,AT-502B,No,1.0,Turbo Prop,137,,Aerial Application,Wilbur-Ellis Air LLC,0.0,0.0,0.0,2.0,VMC,,The pilot of the Air Tractor's failure to maintain clearance from the Aero Commander.,25-09-2020,2011-06-07
20110607X83931,Incident,CEN11IA379,2011-06-07,"Milwaukee, WI",United States,042576N,0875339W,MKE,GENERAL MITCHELL INTL,Non-Fatal,Minor,Airplane,N866AS,Bombardier Inc,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,,SKYWEST AIRLINES INC,0.0,0.0,0.0,44.0,VMC,,"The failure of the right main landing gear (MLG) to extend normally, which resulted from the combination of a slightly worn uplock pin, the operation of the hydraulic pumps below their specified operating pressures, and contamination within the landing gear hydraulic system. Also causal to the accident was the failure of the right MLG to extend manually using the alternate gear selector handle due to the improper use of lubricant within the alternate release handle assembly, which prevented the handle from remaining in its fully extended position.",25-09-2020,2011-06-07
20110621X01557,Accident,WPR11LA275,2011-06-10,"Montague, CA",United States,415813N,1221632W,,,Non-Fatal,Minor,Powered Parachute,N300DN,Buckeye,Breeze LX,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,"The unintended capture of the parachute bridle on a portion of the airframe during the takeoff roll, which resulted in a misinflated or misaligned parachute and an in-flight loss of control.",25-09-2020,2011-06-10
20110720X51159,Incident,DCA11WA086,2011-06-11,"Mumbai, India",India,,,,,Non-Fatal,Minor,Airplane,D-ALCS,Mcdonnell Douglas,MD11 - F,No,1.0,,121,SCHD,,LUFTHANSA CARGO AIRLINES,0.0,0.0,0.0,3.0,,,,25-09-2020,2011-06-11
20110706X53735,Accident,CEN11LA456,2011-07-03,"Weyauwega, WI",United States,441911N,0885512W,,,Non-Fatal,Minor,Powered Parachute,N6012H,Condor Southern Powered Parach,RAPTOR,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,1.0,0.0,VMC,,The pilot's failure to maintain sufficient altitude to clear power lines during flight.,25-09-2020,2011-07-03
20110708X15545,Incident,ANC11IA059,2011-07-05,"McGrath, AK",United States,625224N,0155395W,PAMC,McGrath,Non-Fatal,Minor,Helicopter,N315SH,Hughes,500D,No,1.0,Turbo Shaft,135,NSCH,,Soloy Helicopters LLC,0.0,0.0,0.0,3.0,VMC,,"A fatigue fracture of the governor-to-fuel control Pc line, which resulted in a partial loss of engine power.",25-09-2020,2011-07-05
20110718X41105,Incident,DCA11WA085,2011-07-16,"St. John's, Canada",Canada,,,,,Non-Fatal,Minor,,C-GKFJ,Boeing,727,No,1.0,,UNK,SCHD,,KELOWNA FLIGHTCRAFT AIR CHARTER LTD,0.0,0.0,0.0,3.0,,,,03-11-2020,2011-07-16
20110729X51123,Incident,DCA11WA090,2011-07-29,"Cairo, Egypt",Egypt,,,,Cairo,Non-Fatal,Minor,Airplane,SU-GBP,Boeing,777,No,2.0,,NUSC,SCHD,,Egyptair,0.0,0.0,0.0,319.0,,,<br /><br />,03-11-2020,2011-07-29
20110802X62825,Incident,ERA11IA436,2011-08-01,"Relience, TN",United States,035140N,0842715W,,,Non-Fatal,Minor,Helicopter,N484AE,Bell,206,No,1.0,Turbo Shaft,135,NSCH,,AIR EVAC EMS INC,0.0,0.0,0.0,4.0,VMC,,"Inadvertent contact with wires due to the lack of visual cues regarding their presence and the low angle of the sun, which was directly in the takeoff path.",25-09-2020,2011-08-01
20110808X94427,Incident,ENG11IA043,2011-08-06,"Atlanta, GA",United States,334548N,0084246W,,,Non-Fatal,Minor,Airplane,N676MC,Mcdonnell Douglas,DC-9-51,No,2.0,Turbo Jet,121,SCHD,,Delta Air Lines,0.0,0.0,0.0,0.0,VMC,,The probable cause of the No. 2 engine failure and subsequent aborted takeoff was the high cycle fatigue failure of a fan blade near the blade root that resulted in extensive low pressure compressor damage and compressor case breach.,25-09-2020,2011-08-06
20110830X63935,Incident,ENG11IA047,2011-08-29,"Moline, IL",United States,412655N,0903027W,MLI,QUAD CITY INTL,Non-Fatal,Minor,Airplane,N27152,Embraer,EMB145,No,2.0,Turbo Fan,121,SCHD,,EXPRESSJET AIRLINES INC,0.0,0.0,0.0,53.0,VMC,,The uncommanded left deflection of the airplane's nose wheel likely due to seal deterioration and subsequent contamination within the Electrohydraulic Servo Valve (EHSV).  Contributing to the incident was the undersized condition of the filter plugs within the EHSV which likely caused the C2 orifice filter seal to extrude and deteriorate.,25-09-2020,2011-08-29
20110902X54326,Incident,CEN11IA615,2011-09-01,"Baton Rouge, LA",United States,303158N,0091859W,BTR,Baton Rouge Metropolitan,Non-Fatal,Minor,Airplane,N875AS,Bombardier Inc,CL-600-2B19,No,2.0,Turbo Fan,121,SCHD,,ATLANTIC SOUTHEAST AIRLINES INC,0.0,0.0,0.0,53.0,VMC,,"The improperly installed upper attachment bolt in the left main landing gear uplock assembly, which led to the failure of the left main landing gear to extend before landing. Contributing to the accident was maintenance personnel's lack of training on the installation and inspection of the uplock assembly.",25-09-2020,2011-09-01
20111005X13055,Incident,DCA11WA109,2011-09-10,"Phuket, Thailand",Thailand,,,,,Non-Fatal,Minor,,B-5088,Boeing,737,No,1.0,,129,SCHD,,Shanghai Airlines,0.0,0.0,0.0,136.0,,,,03-11-2020,2011-09-10
20110917X35742,Incident,CEN11IA649,2011-09-17,"Chicago, IL",United States,043230N,0089211W,ORD,Chicago O'Hare IAP,Non-Fatal,Minor,Airplane,C-FGYL,Airbus Industrie,A320-211,No,2.0,Turbo Fan,129,SCHD,,AIR CANADA,0.0,0.0,0.0,140.0,VMC,,The infiltration of moisture into the windshield heating layer that induced arcing in the heating system that subsequently cracked the windshield.,25-09-2020,2011-09-17
20120221X82924,Incident,ERA11IA521,2011-09-18,"New Haven, CT",United States,411549N,0725320W,HVN,Tweed-New Haven,Non-Fatal,Minor,Airplane,N275BM,Beech,V35,No,1.0,Reciprocating,091,,Personal,"Westchester Flying Club, Inc.",0.0,0.0,0.0,2.0,VMC,,"The in-flight fatigue failure of the engines crankshaft, which resulted in the separation of the forward portion of the crankshaft and the propeller.",25-09-2020,2011-09-18
20111003X71851,Accident,WPR11LA477,2011-09-24,"West Jordan, UT",United States,403710N,1115934W,U42,South Valley Regional Airport,Non-Fatal,Minor,Airplane,N23UT,Starduster Ii,SA-300,Yes,1.0,Reciprocating,091,,Personal,STARDUSTER LLC,0.0,0.0,0.0,4.0,VMC,,"The pilot's inadequate visual lookout during taxi, which resulted in a collision with the standing airplane.",25-09-2020,2011-09-24
20110927X91721,Incident,ENG11IA051,2011-09-26,"Denver, CO",United States,394459N,0010500W,DEN,Denver International,Non-Fatal,Minor,Airplane,N526UA,Boeing,757-222,No,2.0,Turbo Fan,121,SCHD,,UNITED AIRlNES INC,0.0,0.0,0.0,185.0,,,"**This probable cause was modified on 4/5/2012. Please see the public docket for this accident to view the original probable cause.**


The initial damage to the fan blades was caused by the ingestion of a Red-Tailed Hawk that caused one or more fan blades to fracture, striking the fan case and causing it to bulge. The initial fan blade fragment release impacted and damaged other passing fan blades generating various sized blades fragments. Some of these blade fragments were propelled forward of the fan case by passing fan blades and were reingested, creating a cascading effect of collateral impact damage to the other fan blades, the fan case, and the inlet cowl.",25-09-2020,2011-09-26
20111011X01145,Incident,ENG12IA001,2011-10-10,"Atlanta, GA",United States,334548N,0084246W,ATL,HARTSFIELD - JACKSON ATLANTA I,Non-Fatal,Minor,Airplane,N553NW,Boeing,757-251,No,2.0,Turbo Jet,121,SCHD,,Delta Air Lines Inc,0.0,0.0,0.0,182.0,VMC,,"
the return to service of overhauled airplane engine parts with undetected fatigue cracks, resulting in complete loss of engine power and uncontained engine failure. A contributing factor was the inadequate diffuser and HPT case inspection procedure.",25-09-2020,2011-10-10
20111024X74546,Incident,ENG12IA003,2011-10-23,"Detroit, MI",United States,422059N,0083336W,DTW,Detroit International Airport,Non-Fatal,Minor,Airplane,N661US,Boeing,747-451,No,4.0,Turbo Jet,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,394.0,,,"The penetration of turbine blade fragments through the rear turbine case, which punctured the No. 4 bearing oil pressure supply tube, allowing misted oil to contact the hot engine case and ignite the undercowl fire.

Contributing to the incident was the installation of approved (but not preferred) stage 3 low pressure turbine outer transition duct segments with the riveted rear seal configuration and the failure of the engine design to comply with the engine debris containment requirements of 14 Code of Federal Regulations 33.13 and 33.75.",25-09-2020,2011-10-23
20111103X34623,Incident,ERA12IA060,2011-11-03,"Key West, FL",United States,243322N,0814534W,EYW,Key West International,Non-Fatal,Minor,Airplane,N938D,Cessna,550,No,2.0,Turbo Fan,091,,Business,South Aviation,0.0,0.0,0.0,5.0,VMC,,"The pilots failure to appropriately apply the landing gear wheel brakes after landing, to properly perform the hard brake pedal-no braking condition procedure following the reported brake failure and to apply the emergency brakes. The reason for the reported brake failure could not be determined because postincident examination did not reveal any malfunctions or failures that would have precluded normal operation of the brakes.",25-09-2020,2011-11-03
20111108X34958,Accident,ERA12LA066,2011-11-03,"Fort Lauderdale, FL",United States,261130N,0080108W,FXE,Fort Lauderdale Executive,Non-Fatal,Minor,Airplane,N2182F,Cessna,182T,No,1.0,Reciprocating,091,,Instructional,Airborne Systems,0.0,0.0,0.0,5.0,VMC,,The Cessna 172 flight instructor and student pilot's inadequate visual lookout and failure to maintain clearance from the stationary Cessna 182.,25-09-2020,2011-11-03
20111108X75705,Incident,DCA12WA011,2011-11-03,"Munich, Germany",Germany,482114N,0114710E,EDDM,Munich Airport,Non-Fatal,Minor,Airplane,9V-SWQ,Boeing,777,No,2.0,,NUSC,SCHD,,Singapore Airlines,0.0,0.0,0.0,129.0,,,,03-11-2020,2011-11-03
20111109X52521,Incident,ERA12WA067,2011-11-04,"Quibdo, Colombia",Colombia,054124N,0763830W,SKUI,El Carano Airport,Non-Fatal,Minor,Airplane,HK4417,Cessna,402,No,2.0,Reciprocating,NUSC,NSCH,,AeroEjecutivos De Antioquia S.A.,0.0,0.0,0.0,10.0,VMC,,,03-11-2020,2011-11-04
20111201X92112,Incident,ERA12WA091,2011-11-23,"Quibdo, Colombia",Colombia,054124N,0763830W,SKUI,El Carano Airport,Non-Fatal,Minor,Airplane,HK1263,Piper,PA23,No,2.0,Reciprocating,NUSC,NSCH,,Aerolineas Alas de Colombia LTDA.,0.0,0.0,0.0,5.0,VMC,,,03-11-2020,2011-11-23
20111130X00216,Incident,ERA12IA090,2011-11-29,"Nantucket, MA",United States,411511N,0070337W,ACK,Nantucket Memorial Airport,Non-Fatal,Minor,Airplane,N303PJ,Cessna,402B,No,2.0,Reciprocating,091,,Personal,NANTUCKET EXPRESS LLC,0.0,0.0,0.0,1.0,VMC,,"The failure of the right main fuel tank transfer pump, which resulted in a total loss of engine power on the right engine during approach due to fuel starvation, and a subsequent hard landing. Contributing to the incident was the pilot's operation of the airplane with a low fuel quantity.",25-09-2020,2011-11-29
20111214X53854,Accident,DCA12CA021,2011-12-09,"Atlanta, GA",United States,333755N,0842559W,ATL,Hartsfield - Jackson Atlanta I,Non-Fatal,Minor,Airplane,N303DQ,Boeing,737-732,No,2.0,Turbo Fan,121,SCHD,,DELTA AIR LINES INC,0.0,0.0,0.0,279.0,VMC,,the failure of the captain of N303DQ to maintain a safe clearance from N583NW that was stopped on the taxiway.,25-09-2020,2011-12-09
20111220X02056,Incident,ERA12IA114,2011-12-18,"Clewiston, FL",United States,026361N,0805630W,2IS,Airglades Airport,Non-Fatal,Minor,Airplane,N717KW,Cessna,T210L,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,"The pilot's inadequate preflight fuel planning, which resulted in a total loss of engine power due to fuel starvation.",25-09-2020,2011-12-18
20120105X34138,Incident,CEN12IA123,2011-12-22,"Denver, CO",United States,039451N,1045959W,DEN,Denver International Airport,Non-Fatal,Minor,Airplane,N469WN,Boeing,737-7H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,133.0,IMC,,"The snowplow operators incapacitation due to fatigue, which resulted in the snowplow contacting a parked airplane. Contributing to the incident was the companys lack of a policy regarding employee fatigue.",25-09-2020,2011-12-22
20120117X54454,Incident,DCA12WA025,2012-01-09,"Fort Nelson, Canada",Canada,,,,,Non-Fatal,Minor,Airplane,C-GDEJ,Boeing,737,No,1.0,,UNK,SCHD,,Enerjet,0.0,0.0,0.0,118.0,,,,25-09-2020,2012-01-09
20120131X75454,Incident,ERA12IA166,2012-01-30,"Baltimore, MD",United States,391031N,0076406W,BWI,Baltimore/Washington Internati,Non-Fatal,Minor,Airplane,N272CB,Gulfstream,G150,No,2.0,Turbo Fan,091,,Positioning,CHATTEM INC,0.0,0.0,0.0,2.0,VMC,,The pilot-in-command's failure to obtain the proper touchdown point or landing reference speed and failure to initiate a go-around when it became evident that the airplane was landing long and fast. Contributing to the incident was a lack of effective flight crew coordination and communication.,25-09-2020,2012-01-30
20120217X91848,Incident,ERA12WA183,2012-02-03,"Campo Grande, Brazil",Brazil,202810S,0544013W,SBCG,Campo Grande International,Non-Fatal,Minor,Airplane,PR-PHE,Embraer,EMB-500,No,2.0,Turbo Fan,NUSN,,Executive/corporate,,0.0,0.0,0.0,3.0,VMC,,,03-11-2020,2012-02-03
20120207X35615,Incident,DCA12WA034,2012-02-06,"Brussels, Belgium",Belgium,,,,,Non-Fatal,Minor,,EI-DCK,Boeing,737,No,1.0,,121,SCHD,,RYAN INTERNATIONAL AIRLINES INC,0.0,0.0,0.0,175.0,,,,03-11-2020,2012-02-06
20120301X81541,Incident,ERA12WA200,2012-02-12,"Europe, UN",UN,,,,,Non-Fatal,Minor,Airplane,ES-PVP,Bombardier,60,No,1.0,,NUSC,NSCH,,Panaviatic Ltd,0.0,0.0,0.0,6.0,,,,03-11-2020,2012-02-12
20120221X93826,Incident,ERA12IA187,2012-02-16,"Fort Lauderdale, FL",United States,026421N,0080910W,FLL,Fort Lauderale/Hollywood Intl,Non-Fatal,Minor,Airplane,N402GZ,Cessna,402B,No,2.0,Reciprocating,091,,Personal,ZAIDI GOHAR,0.0,0.0,0.0,2.0,VMC,,"The overload fracture of the right main landing gear bellcrank and a securing bolt, which resulted in the collapse of the right main landing gear.",25-09-2020,2012-02-16
20120222X12142,Incident,DCA12WA040,2012-02-20,"Reykjavik, Iceland",Iceland,,,,Reykjavik,Non-Fatal,Minor,Airplane,N953EF,Dornier,328,No,1.0,,NUSC,NSCH,,,0.0,0.0,0.0,2.0,,,<br /><br />,03-11-2020,2012-02-20
20120306X11830,Incident,ANC12IA024,2012-03-06,"Anchorage, AK",United States,061104N,0150116W,PANC,Ted Stevens Anchorage Int'l,Non-Fatal,Minor,Airplane,N544LM,Bombardier Learjet Corp.,35A,No,2.0,Turbo Fan,135,NSCH,,AERO AIR LLC,0.0,0.0,0.0,6.0,VMC,,"The flightcrew's loss of visual reference to the runway after encountering severe in-flight icing conditions, which resulted in a loss of control while landing and exceedence of the capabilities of the airplane's windscreen anti-ice systems. Contributing to this incident was the failure of the approach controller to relay a pilot report of severe icing conditions near the route of flight to the incident flight crew.",25-09-2020,2012-03-06
20120402X71359,Accident,ERA12LA264,2012-04-01,"Plant City, FL",United States,002888N,0082828W,9FD2,Blackwater Creek Flightpark,Non-Fatal,Minor,Powered Parachute,N415BA,Powrachute Llc,AIRWOLF 912ULS,No,1.0,Reciprocating,091,,Instructional,POWRACHUTE LLC,0.0,1.0,1.0,0.0,VMC,,"The flight instructors failure to ensure an obstruction-free takeoff path prior to initiating the takeoff and his inadequate preflight inspection of the powered parachutes flight controls, which resulted in a collision with trees during the takeoff.",25-09-2020,2012-04-01
20120417X44353,Accident,DCA12CA062,2012-04-15,"Buena Vista, CO",United States,038506N,1061644W,,,Non-Fatal,Minor,Airplane,N808AW,Airbus Industrie,A319-132,No,2.0,Turbo Jet,121,SCHD,,US AIRWAYS INC,0.0,1.0,2.0,95.0,VMC,,an inadvertent encounter with mountain wave turbulence.,25-09-2020,2012-04-15
20130110X10345,Incident,DCA12WA161,2012-04-22,"Karachi, Pakistan",Pakistan,,,,,Non-Fatal,Minor,Airplane,AP-BJN,Boeing,737,No,2.0,,NUSC,SCHD,,Shaheen,0.0,0.0,0.0,171.0,,,,03-11-2020,2012-04-22
20120605X33610,Incident,WPR12IA248,2012-05-22,"Seattle, WA",United States,047281N,0122207W,BFI,Boeing Field,Non-Fatal,Minor,Helicopter,N105TV,Eurocopter,AS 350 B2,No,1.0,Turbo Shaft,091,,Other Work Use,KING BROADCASTING CO,0.0,0.0,0.0,2.0,VMC,,"Failure of maintenance personnel to ensure that the tail rotor pitch change link bolt was properly secured, which resulted in an in-flight separation of the bolt and subsequent vibration.",25-09-2020,2012-05-22
20120621X31412,Incident,CEN12IA385,2012-05-27,"Fowlerville, MI",United States,042533N,0084322W,65G,Maple Grove Airport,Non-Fatal,Minor,Airplane,N287TC,Cessna,182,No,1.0,Reciprocating,091,NSCH,Skydiving,Capital City Skydiving,0.0,0.0,0.0,5.0,VMC,,"The airplanes encounter with clear air turbulence, which caused a momentary loss of control and minor damage to the airplane.",25-09-2020,2012-05-27
20130604X82231,Incident,ENG12WA038,2012-05-27,"CAM RANH, Vietnam, Vietnam",Vietnam,,,CXR,CAM RANH Airport Vietnam,Non-Fatal,Minor,Airplane,VN-A356,Airbus,A321,No,2.0,Turbo Fan,NUSC,SCHD,,Vietnam Airlines,0.0,0.0,0.0,91.0,,,,03-11-2020,2012-05-27
20120530X64155,Accident,DCA12CA082,2012-05-30,"Chicago, IL",United States,415824N,0875412W,ORD,Chicago OHare International,Non-Fatal,Minor,Airplane,B16481,Boeing,747,No,4.0,Turbo Fan,129,SCHD,,EVA AIRWAYS CORP,0.0,0.0,0.0,24.0,VMC,,the 747 flight crew's failure to maintain a safe clearance with the EMB-135 that was stopped on a taxiway.,25-09-2020,2012-05-30
20120613X11834,Incident,CEN12WA364,2012-06-06,"Igualada, Spain, Spain",Spain,,,LEAT,Igualada aeordrome,Non-Fatal,Minor,Airplane,EC-GGF,Piper,PA23,No,2.0,,UNK,,,,0.0,0.0,0.0,6.0,,,,03-11-2020,2012-06-06
20120608X34406,Accident,CEN12CA347,2012-06-07,"Sellersburg, IN",United States,038260N,0085520W,,,Non-Fatal,Minor,Balloon,N401DJ,Cameron Balloons,Z-90,No,0.0,,091,,Other Work Use,Dallas I. Beall III,0.0,1.0,1.0,1.0,VMC,,The balloon pilots failure to maintain clearance from power lines.,25-09-2020,2012-06-07
20120620X94522,Incident,CEN12IA383,2012-06-15,"Ozark, MO",United States,038546N,0923258W,KAIZ,Lee C Fine Memorial,Non-Fatal,Minor,Airplane,N305LX,Cessna,560,No,2.0,Turbo Fan,135,NSCH,Executive/corporate,"Aero Charter, Inc",0.0,0.0,0.0,5.0,VMC,,The airplanes collision with a deer during the landing roll.,25-09-2020,2012-06-15
20120706X65711,Incident,WPR12IA296,2012-06-17,"Deer Valley, AZ",United States,334110N,0112434W,DVT,Deer Valley,Non-Fatal,Minor,Airplane,N552PG,Cirrus Design Corp,SR20,No,1.0,Reciprocating,091,NSCH,Personal,,0.0,0.0,0.0,1.0,VMC,,The pilot's failure to maintain directional control during taxi due to excessive taxi speed.,25-09-2020,2012-06-17
20120618X13514,Incident,CEN12IA377,2012-06-18,"Lacon, IL",United States,004118N,0089239W,C75,Marshall County Airport,Non-Fatal,Minor,Airplane,N4350T,Piper,PA-28R-200,No,1.0,Reciprocating,091,,Personal,MARSHALL COUNTY FLYING CLUB INC,0.0,0.0,0.0,1.0,VMC,,"The propeller blades failure due to a fatigue crack that originated from a surface gouge that resulted from foreign object damage to the propeller blade that occurred at an unknown time.",25-09-2020,2012-06-18
20120717X65733,Incident,CEN12IA451,2012-07-16,"Marysville, OH",United States,401329N,0083216W,MRT,Union County,Non-Fatal,Minor,Airplane,N566FD,Flight Design Gmbh,CTLS,No,1.0,Reciprocating,091,,Instructional,New Flyers Association,0.0,0.0,0.0,1.0,VMC,,"Fatigue failure of the left main wheel assembly on takeoff, which resulted in a loss of directional control and runway excursion.",25-09-2020,2012-07-16
20120807X90725,Accident,CEN12WA523,2012-07-16,"San Rafael, Spain",Spain,,,,,Non-Fatal,Minor,Airplane,EC-HMD,Air Tractor,AT802,No,1.0,Turbo Prop,NUSN,,Unknown,,0.0,0.0,0.0,1.0,,,,03-11-2020,2012-07-16
20130424X93743,Accident,CEN12WA684,2012-07-16,"Ibiza, Spain",Spain,,,,,Non-Fatal,Minor,,EC-HMD,Air Tractor,AT802,No,1.0,,NUSN,,Aerial Application,,0.0,0.0,0.0,1.0,,,,25-09-2020,2012-07-16
20120727X13551,Incident,DCA12IA113,2012-07-27,"El Paso, TX",United States,314826N,1062235W,KELP,El Paso International Airport,Non-Fatal,Minor,Airplane,N379SW,Boeing,737-3H4,No,2.0,Turbo Fan,121,SCHD,,SOUTHWEST AIRLINES CO,0.0,0.0,0.0,76.0,VMC,,the rupture of the nose landing gear hydraulic line that resulted from abrasions due to contact with the nose landing gear tire. Contributing to the incident was the incorrect installation of union and restrictor on the actuator.,25-09-2020,2012-07-27
20120728X22222,Incident,DCA12IA114,2012-07-28,"Charleston, SC",United States,325355N,0080226W,KCHS,Charelston AFB / International,Non-Fatal,Minor,Airplane,VT-ANJ,Boeing,787,No,1.0,Turbo Fan,091,,Flight Test,Boeing Commercial Airplanes,0.0,0.0,0.0,5.0,VMC,,"The separation of the fan mid shaft resulted from environmentally assisted cracking under static load.

Contributing to the incident was the combination of dry film lubricant applied to the fan mid-shaft and graphite grease used during assembly which made the fan mid-shaft susceptible to corrosion from trapped moisture, and the failure of the engine manufacturer to identify this vulnerability during design/development.",14-06-2021,2012-07-28
20120808X90723,Incident,ANC12IA085,2012-07-29,"Homer, AK",United States,593844N,1512836W,PAHO,Homer Airport,Non-Fatal,Minor,Airplane,N5026B,Bellanca,8KCAB,No,1.0,Reciprocating,091,,Personal,,0.0,0.0,0.0,1.0,VMC,,The failure of the left main landing gear leg due to fatigue. Contributing to the incident was maintenance personnel's failure to completely remove all corrosion before repainting the gear leg.,25-09-2020,2012-07-29
20120802X03552,Incident,CEN12IA502,2012-07-31,"Denver, CO",United States,395142N,1044023W,DEN,Denver International Airport,Non-Fatal,Minor,Airplane,N37420,Boeing,737-924ER,No,2.0,Turbo Fan,121,SCHD,,UNITED AIR LINES INC,0.0,0.0,0.0,157.0,VMC,,"An in-flight collision with a bird during descent to land, which resulted in damage to the left pitot tube and loss of airspeed information to the left and right primary flight displays (PFD). The reason for the total loss of indications on the left PFD could not be determined based on available evidence.",25-09-2020,2012-07-31
20121101X94754,Incident,ENG12WA036,2012-08-03,"Rome, Italy",Italy,,,LIRF,"Rome, Italy",Non-Fatal,Minor,Airplane,EI-IMS,Airbus,A319,No,2.0,Turbo Fan,129,SCHD,,Alitalia Airlines,0.0,0.0,0.0,100.0,,,,25-09-2020,2012-08-03
20120830X15049,Accident,CEN12LA591,2012-08-04,"Prairie du Sac, WI",United States,431852N,0894533W,91C,Sauk Prairie,Non-Fatal,Minor,Balloon,N3013T,Arbc Inc Dba Lindstrand,180A,No,0.0,,091,,Other Work Use,Gentle Breezes Balloon Rides LLC,0.0,0.0,1.0,6.0,VMC,,"The pilot's loss of control of the balloon during a landing in higher-than-expected wind conditions, which resulted in a hard landing.",25-09-2020,2012-08-04
20120805X33417,Incident,CEN12IA518,2012-08-05,"San Antonio, TX",United States,291624N,0981433W,SAMC,San Antonio Military Medical,Non-Fatal,Minor,Helicopter,N429PH,Bell,407,No,1.0,Turbo Shaft,135,NSCH,,PHI INC,0.0,0.0,0.0,4.0,VMC,,"The pilots failure to maintain clearance from a tower guy wire during the approach to a helipad at night. 
",25-09-2020,2012-08-05
20120811X13221,Accident,DCA12CA122,2012-08-10,"Dulles, VA",United States,385651N,0077270W,IAD,Washington Dulles Internationa,Non-Fatal,Minor,Airplane,D-AIKE,Airbus,A330,No,2.0,Turbo Fan,129,SCHD,,Lufthansa,0.0,0.0,0.0,270.0,VMC,,the A330 flight crew's failure to maintain a safe clearance to the DHC-8 that was stopped in front of the gate.,13-09-2021,2012-08-10
20120820X02558,Incident,CEN12IA554,2012-08-15,"Des Moines, IA",United States,041322N,0933947W,DSM,Des Moines International,Non-Fatal,Minor,Airplane,N108EK,Cessna,560XL,No,2.0,Turbo Fan,091,,Executive/corporate,Elliott Aviation Flight Services Inc,0.0,0.0,0.0,8.0,VMC,,"A temporary loss of control during cruise flight for reasons that could not be determined because postincident examination of the autopilot, pitch trim systems, and horizontal stabilizer revealed no anomalies consistent with a loss of control.",25-09-2020,2012-08-15
20120817X22416,Accident,CEN12LA553,2012-08-17,"Uvalde, TX",United States,029649N,0995642W,KUVA,Garner Field,Non-Fatal,Minor,Glider,F-CIFB,Schleicher,ASG29-15M,No,1.0,,091,,Air Race show,Louis Bouderlique,0.0,1.0,0.0,1.0,VMC,,"The glider pilots inadequate visual lookout and collision avoidance just after joining a thermal in which other gliders were operating, which resulted in a midair collision with another glider.",25-09-2020,2012-08-17
20120830X14810,Incident,CEN12IA592,2012-08-29,"Kansas City, MO",United States,039722N,0943534W,MKC,Charles B. Wheeler Downtown Ai,Non-Fatal,Minor,Airplane,N695MA,British Aerospace,BAE JETSTREAM 3101,No,2.0,Turbo Prop,135,NSCH,,M2 AIRCRAFT MANAGEMENT LLC,0.0,0.0,0.0,2.0,VMC,,The flight crews failure to ensure that the cargo door was properly fastened before departure.,25-09-2020,2012-08-29
